HUANG Yu-Ting POSITION,HUANG Yu-Ting LAP TIME,HUANG Yu-Ting ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME
5,8.219,8.219,1,7.328,7.328,2,7.604,7.604,4,7.910,7.910,3,7.744,7.744
5,10.406,18.625,1,9.998,17.325,2,9.760,17.364,3,9.561,17.470,4,9.868,17.611
5,10.120,28.745,1,9.247,26.572,2,9.374,26.737,4,9.454,26.923,3,9.298,26.909
5,10.286,39.030,3,9.508,36.079,1,9.184,35.921,4,9.183,36.106,2,9.161,36.069
5,10.76,49.789,2,9.72,45.792,1,9.84,45.754,3,9.73,45.835,4,9.86,45.920
