Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,HAN Seung Soo POSITION,HAN Seung Soo LAP TIME,HAN Seung Soo ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME
1,7.05,7.05,2,7.17,7.17,3,7.23,7.23,4,7.24,7.24
1,9.00,16.05,2,8.96,16.13,4,9.19,16.42,3,9.01,16.25
1,8.32,24.37,2,8.36,24.49,4,8.32,24.74,3,8.30,24.55
1,8.44,32.81,2,8.36,32.85,4,8.28,33.02,3,8.37,32.92
1,8.68,41.477,2,8.69,41.529,4,8.67,41.682,3,8.66,41.572
