BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME,Artem KHMELIVSKYI POSITION,Artem KHMELIVSKYI LAP TIME,Artem KHMELIVSKYI ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Thibault CROLET POSITION,Thibault CROLET LAP TIME,Thibault CROLET ELAPSED TIME,Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME
1,13.27,13.27,2,13.37,13.37,5,13.70,13.70,4,13.56,13.56,3,13.48,13.48,6,13.81,13.81
2,10.07,23.34,3,10.10,23.47,5,9.97,23.67,1,9.70,23.26,4,10.08,23.56,6,9.98,23.79
1,9.16,32.50,3,9.20,32.67,5,9.24,32.91,2,9.32,32.58,4,9.21,32.77,6,9.22,33.01
1,9.40,41.90,4,9.37,42.04,6,9.45,42.36,2,9.34,41.92,3,9.26,42.03,5,9.21,42.22
2,9.17,51.07,4,9.30,51.34,6,9.27,51.63,1,8.96,50.88,3,9.17,51.20,5,9.29,51.51
2,8.89,59.96,4,8.76,1:00.10,6,9.26,1:00.89,1,8.90,59.78,3,8.82,1:00.02,5,9.09,1:00.60
3,9.01,1:08.97,4,8.89,1:08.99,6,9.45,1:10.34,1,8.83,1:08.61,2,8.88,1:08.90,5,9.43,1:10.03
4,9.42,1:18.39,2,8.84,1:17.83,6,9.75,1:20.09,1,8.96,1:17.57,3,9.12,1:18.02,5,9.97,1:20.00
4,9.72,1:28.11,2,9.08,1:26.91,5,10.40,1:30.49,1,9.20,1:26.77,3,9.39,1:27.41,6,10.56,1:30.56
