OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME
3,7.22,7.22,1,7.01,7.01,2,7.09,7.09,4,7.29,7.29
3,9.39,16.61,1,9.40,16.41,2,9.39,16.48,4,9.71,17.00
3,9.13,25.74,1,9.03,25.44,2,9.08,25.56,4,8.93,25.93
3,9.07,34.81,1,9.17,34.61,2,9.14,34.70,4,8.98,34.91
3,9.29,44.100,2,9.40,44.005,1,9.17,43.865,4,9.26,44.166
