KIKUCHI Moemi POSITION,KIKUCHI Moemi LAP TIME,KIKUCHI Moemi ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,ZHANG Chutong POSITION,ZHANG Chutong LAP TIME,ZHANG Chutong ELAPSED TIME,SIGHEL Arianna POSITION,SIGHEL Arianna LAP TIME,SIGHEL Arianna ELAPSED TIME
2,14.01,14.01,3,14.12,14.12,1,13.90,13.90,4,14.26,14.26
3,10.66,24.67,2,10.51,24.63,1,10.66,24.56,4,10.58,24.84
4,10.58,35.25,1,10.31,34.94,2,10.40,34.96,3,10.27,35.11
3,10.14,45.39,2,10.31,45.25,1,10.27,45.23,4,10.46,45.57
3,9.85,55.24,2,9.88,55.13,1,9.79,55.02,4,9.78,55.35
3,9.57,1:04.81,1,9.48,1:04.61,2,9.72,1:04.74,4,9.58,1:04.93
3,9.69,1:14.50,1,9.71,1:14.32,2,9.68,1:14.42,4,9.66,1:14.59
3,9.60,1:24.10,1,9.60,1:23.92,2,9.60,1:24.02,4,9.59,1:24.18
4,10.06,1:34.16,1,9.70,1:33.62,2,9.65,1:33.67,3,9.61,1:33.79
