Tomislav DUGI POSITION,Tomislav DUGI LAP TIME,Tomislav DUGI ELAPSED TIME,Mathieu GIROUX POSITION,Mathieu GIROUX LAP TIME,Mathieu GIROUX ELAPSED TIME,SAPUNENKA Aleh POSITION,SAPUNENKA Aleh LAP TIME,SAPUNENKA Aleh ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
4,14.479,14.479,1,13.759,13.759,2,13.888,13.888,3,14.227,14.227
4,10.655,25.134,1,10.700,24.458,2,10.704,24.591,3,10.470,24.696
4,10.882,36.015,1,10.416,34.874,2,10.478,35.069,3,10.412,35.108
4,10.901,46.916,1,10.400,45.273,3,10.378,45.447,2,10.185,45.293
4,11.399,58.315,1,9.800,55.073,3,10.799,56.245,2,10.058,55.350
4,11.430,1:09.745,1,9.533,1:04.605,3,9.869,1:06.114,2,10.291,1:05.641
4,12.146,1:21.890,1,10.271,1:14.876,3,10.617,1:16.730,2,10.653,1:16.293
4,12.775,1:34.665,1,10.581,1:25.457,3,11.346,1:28.076,2,11.068,1:27.361
4,13.01,1:47.670,1,11.36,1:36.815,3,11.83,1:39.906,2,11.50,1:38.856
