Jonathan GUILMETTE POSITION,Jonathan GUILMETTE LAP TIME,Jonathan GUILMETTE ELAPSED TIME,Guillaume MATHIEU POSITION,Guillaume MATHIEU LAP TIME,Guillaume MATHIEU ELAPSED TIME,Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME
1,13.471,13.471,3,13.703,13.703,4,13.924,13.924,2,13.669,13.669
1,10.278,23.749,3,10.196,23.899,2,9.975,23.898,4,10.246,23.915
1,9.357,33.105,4,9.386,33.285,2,9.286,33.184,3,9.325,33.240
1,9.381,42.485,4,9.560,42.844,2,9.421,42.605,3,9.423,42.662
1,9.488,51.973,4,9.543,52.387,2,9.534,52.139,3,9.596,52.258
1,9.411,1:01.383,4,9.981,1:02.367,3,9.908,1:02.046,2,9.280,1:01.538
1,9.327,1:10.710,4,9.830,1:12.197,3,9.962,1:12.007,2,9.440,1:10.977
1,9.295,1:20.004,4,10.120,1:22.317,3,10.195,1:22.202,2,9.280,1:20.257
1,9.52,1:29.523,4,10.81,1:33.125,3,10.43,1:32.627,2,9.58,1:29.833
