CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME
1,12.56,12.56,2,12.64,12.64,4,12.84,12.84,3,12.76,12.76
1,10.20,22.76,2,10.23,22.87,4,10.21,23.05,3,10.20,22.96
1,10.38,33.14,2,10.38,33.25,4,10.42,33.47,3,10.42,33.38
1,10.31,43.45,2,10.31,43.56,4,10.27,43.74,3,10.27,43.65
1,10.32,53.77,2,10.32,53.88,4,10.33,54.07,3,10.36,54.01
1,10.08,1:03.85,2,10.10,1:03.98,4,10.18,1:04.25,3,10.12,1:04.13
1,9.68,1:13.53,2,9.65,1:13.63,4,9.65,1:13.90,3,9.65,1:13.78
1,9.44,1:22.97,2,9.44,1:23.07,4,9.69,1:23.59,3,9.80,1:23.58
1,9.46,1:32.429,2,9.42,1:32.481,4,10.36,1:33.943,3,10.36,1:33.931
