NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME
1,12.60,12.60,2,12.69,12.69,3,12.81,12.81,4,12.97,12.97
1,9.75,22.35,2,9.75,22.44,3,9.65,22.46,4,9.66,22.63
1,9.36,31.71,2,9.35,31.79,3,9.50,31.96,4,9.42,32.05
1,9.36,41.07,2,9.36,41.15,3,9.31,41.27,4,9.34,41.39
1,9.35,50.42,2,9.38,50.53,3,9.37,50.64,4,9.36,50.75
1,9.25,59.67,2,9.24,59.77,3,9.24,59.88,4,9.24,59.99
1,9.16,1:08.83,2,9.15,1:08.92,3,9.13,1:09.01,4,9.13,1:09.12
1,9.05,1:17.88,2,9.03,1:17.95,3,8.98,1:17.99,4,8.96,1:18.08
1,9.36,1:27.234,2,9.38,1:27.326,3,9.68,1:27.669,4,9.71,1:27.789
