WANG Xinyue POSITION,WANG Xinyue LAP TIME,WANG Xinyue ELAPSED TIME,Francesca JACKSON POSITION,Francesca JACKSON LAP TIME,Francesca JACKSON ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME
1,7.46,7.46,4,8.17,8.17,2,7.60,7.60,3,7.62,7.62
1,9.69,17.15,4,10.60,18.77,2,9.69,17.29,3,9.81,17.43
1,9.34,26.49,4,10.27,29.04,3,9.63,26.92,2,9.15,26.58
1,9.45,35.94,4,10.58,39.62,3,9.39,36.31,2,9.45,36.03
1,9.66,45.597,4,11.05,50.668,3,9.63,45.935,2,9.67,45.695
