Danabek KHAIROV POSITION,Danabek KHAIROV LAP TIME,Danabek KHAIROV ELAPSED TIME,Konrad NAGY POSITION,Konrad NAGY LAP TIME,Konrad NAGY ELAPSED TIME,Matthias STELZMUELLER POSITION,Matthias STELZMUELLER LAP TIME,Matthias STELZMUELLER ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME
3,14.46,14.46,1,14.23,14.23,2,14.32,14.32,4,14.58,14.58
4,11.43,25.89,2,11.46,25.69,3,11.48,25.80,1,11.08,25.66
3,10.48,36.37,2,10.58,36.27,4,10.64,36.44,1,10.52,36.18
2,10.55,46.92,3,10.66,46.93,4,10.67,47.11,1,10.66,46.84
1,10.17,57.09,2,10.17,57.10,4,10.17,57.28,3,10.30,57.14
3,9.78,1:06.87,1,9.54,1:06.64,4,9.79,1:07.07,2,9.69,1:06.83
3,9.13,1:16.00,1,9.18,1:15.82,4,9.12,1:16.19,2,9.07,1:15.90
3,9.04,1:25.04,2,9.12,1:24.94,4,9.22,1:25.41,1,8.90,1:24.80
3,9.44,1:34.476,2,9.30,1:34.236,4,9.41,1:34.817,1,9.03,1:33.823
