Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Xeniya MOTOVA POSITION,Xeniya MOTOVA LAP TIME,Xeniya MOTOVA ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME
2,14.35,14.35,1,14.26,14.26,4,14.63,14.63,3,14.49,14.49
1,10.88,25.23,2,11.04,25.30,4,10.90,25.53,3,10.92,25.41
2,10.55,35.78,1,10.36,35.66,4,10.47,36.00,3,10.47,35.88
2,10.59,46.37,1,10.63,46.29,4,10.57,46.57,3,10.61,46.49
2,10.51,56.88,1,10.50,56.79,4,10.61,57.18,3,10.49,56.98
2,9.68,1:06.56,1,9.64,1:06.43,4,10.10,1:07.28,3,9.66,1:06.64
2,9.74,1:16.30,1,9.76,1:16.19,4,10.30,1:17.58,3,9.76,1:16.40
2,9.86,1:26.16,1,9.89,1:26.08,4,10.78,1:28.36,3,9.86,1:26.26
2,10.12,1:36.278,1,10.10,1:36.180,4,11.93,1:40.281,3,10.14,1:36.396
