Klaudio NASRI POSITION,Klaudio NASRI LAP TIME,Klaudio NASRI ELAPSED TIME,Tjerk de BOER POSITION,Tjerk de BOER LAP TIME,Tjerk de BOER ELAPSED TIME,Leonardo PALLA POSITION,Leonardo PALLA LAP TIME,Leonardo PALLA ELAPSED TIME,Firat YARDIMCI POSITION,Firat YARDIMCI LAP TIME,Firat YARDIMCI ELAPSED TIME
3,7.57,7.57,1,7.21,7.21,2,7.32,7.32,4,7.67,7.67
4,9.94,17.51,1,9.48,16.69,2,9.50,16.82,3,9.64,17.31
4,9.44,26.95,1,9.15,25.84,2,9.15,25.97,3,9.09,26.40
4,9.59,36.54,1,9.21,35.05,2,9.31,35.28,3,9.24,35.64
4,9.78,46.314,1,9.51,44.557,2,9.45,44.730,3,9.58,45.219
