KIM Byeong Jun POSITION,KIM Byeong Jun LAP TIME,KIM Byeong Jun ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME
1,7.01,7.01,2,7.12,7.12,4,7.25,7.25,3,7.18,7.18,5,7.31,7.31
1,9.15,16.16,3,9.32,16.44,5,9.47,16.72,2,9.15,16.33,4,9.31,16.62
1,8.61,24.77,3,8.58,25.02,5,8.58,25.30,2,8.52,24.85,4,8.58,25.20
1,8.62,33.39,3,8.62,33.64,5,8.55,33.85,2,8.63,33.48,4,8.56,33.76
1,8.77,42.153,3,8.88,42.520,5,8.83,42.679,2,8.81,42.285,4,8.79,42.549
