van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,Toko NANRI POSITION,Toko NANRI LAP TIME,Toko NANRI ELAPSED TIME,Anna DAVYDENKO POSITION,Anna DAVYDENKO LAP TIME,Anna DAVYDENKO ELAPSED TIME
1,7.46,7.46,5,8.44,8.44,2,7.72,,3,8.10,8.10,4,8.37,8.37
1,9.73,17.19,5,10.57,19.01,2,9.82,,3,10.00,18.10,4,10.50,18.87
1,9.15,26.34,4,9.41,28.42,2,9.06,,3,9.25,27.35,5,10.06,28.93
1,9.25,35.59,4,9.38,37.80,2,9.18,,3,9.41,36.76,5,10.24,39.17
1,9.40,44.99,4,9.81,47.61,2,9.40,,3,9.67,46.43,4,10.75,49.928
