Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Jose Ignacio FAZIO POSITION,Jose Ignacio FAZIO LAP TIME,Jose Ignacio FAZIO ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME
2,15.15,15.15,5,15.35,15.35,3,15.26,15.26,4,15.26,15.26,1,15.05,15.05
2,11.44,26.59,4,11.34,26.69,5,11.52,26.78,3,11.37,26.63,1,11.42,26.47
3,10.25,36.84,5,10.43,37.12,1,9.90,36.68,4,10.36,36.99,2,10.27,36.74
3,9.54,46.38,5,9.57,46.69,1,9.57,46.25,4,9.51,46.50,2,9.54,46.28
3,9.49,55.87,5,9.41,56.10,2,9.46,55.71,4,9.51,56.01,1,9.32,55.60
3,9.44,1:05.31,5,9.53,1:05.63,2,9.35,1:05.06,4,9.48,1:05.49,1,9.30,1:04.90
3,9.28,1:14.59,5,9.84,1:15.47,2,9.24,1:14.30,4,9.62,1:15.11,1,9.02,1:13.92
3,9.35,1:23.94,5,10.28,1:25.75,2,9.37,1:23.67,4,9.93,1:25.04,1,9.18,1:23.10
3,9.42,1:33.358,5,10.95,1:36.699,2,9.56,1:33.230,4,10.28,1:35.317,1,9.56,1:32.654
