AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,Simon FRANCIS POSITION,Simon FRANCIS LAP TIME,Simon FRANCIS ELAPSED TIME,HAN Seung Soo POSITION,HAN Seung Soo LAP TIME,HAN Seung Soo ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,CHU Sidney K POSITION,CHU Sidney K LAP TIME,CHU Sidney K ELAPSED TIME
3,13.01,13.01,5,13.31,13.31,4,13.16,13.16,2,12.95,12.95,1,12.94,12.94,6,13.49,13.49
1,9.67,22.68,6,9.80,23.11,3,9.59,22.75,4,9.88,22.83,1,9.74,22.68,5,9.47,22.96
1,9.27,31.95,6,9.45,32.56,2,9.26,32.01,3,9.27,32.10,4,9.52,32.20,5,9.43,32.39
1,9.52,41.47,6,9.50,42.06,2,9.58,41.59,3,9.61,41.71,4,9.62,41.82,5,9.54,41.93
3,9.41,50.88,6,9.56,51.62,1,9.22,50.81,2,9.16,50.87,4,9.27,51.09,5,9.45,51.38
3,9.36,1:00.24,6,9.60,1:01.22,1,9.20,1:00.01,2,9.20,1:00.07,4,9.29,1:00.38,5,9.73,1:01.11
3,9.29,1:09.53,6,10.01,1:11.23,1,9.30,1:09.31,2,9.36,1:09.43,4,9.30,1:09.68,5,9.90,1:11.01
3,9.30,1:18.83,6,10.40,1:21.63,1,9.29,1:18.60,2,9.31,1:18.74,4,9.26,1:18.94,5,10.21,1:21.22
3,9.30,1:28.13,6,11.16,1:32.79,1,9.36,1:27.96,2,9.33,1:28.07,4,9.31,1:28.25,5,10.71,1:31.93
