LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Yuka KAMINO POSITION,Yuka KAMINO LAP TIME,Yuka KAMINO ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,JIN Sun-Yu POSITION,JIN Sun-Yu LAP TIME,JIN Sun-Yu ELAPSED TIME
1,13.028,13.028,2,13.059,13.059,3,13.158,13.158,4,13.192,13.192
2,9.724,22.752,3,9.767,22.826,1,9.568,22.725,4,9.786,22.978
1,9.535,32.287,2,9.634,32.460,3,9.781,32.507,4,9.552,32.529
3,10.268,42.555,2,10.039,42.499,1,9.936,42.443,4,10.122,42.652
3,10.263,52.818,1,10.252,52.751,2,10.354,52.797,4,10.211,52.862
3,10.215,1:03.032,1,10.189,1:02.939,4,10.248,1:03.045,2,10.099,1:02.961
3,10.191,1:13.223,1,10.117,1:13.056,2,10.055,1:13.100,4,10.324,1:13.285
1,9.724,1:22.947,3,9.981,1:23.037,4,10.009,1:23.109,2,9.676,1:22.961
3,10.616,1:33.563,2,10.270,1:33.307,4,10.549,1:33.658,1,9.701,1:32.661
