ZHANG Chutong POSITION,ZHANG Chutong LAP TIME,ZHANG Chutong ELAPSED TIME,EFREMENKOVA Ekaterina POSITION,EFREMENKOVA Ekaterina LAP TIME,EFREMENKOVA Ekaterina ELAPSED TIME,KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,CHARLES Alyson POSITION,CHARLES Alyson LAP TIME,CHARLES Alyson ELAPSED TIME,SANTOS Kristen POSITION,SANTOS Kristen LAP TIME,SANTOS Kristen ELAPSED TIME
3,13.44,13.44,2,13.42,13.42,5,13.63,,1,13.31,13.31,4,13.62,13.62
3,10.03,23.47,2,9.93,23.35,4,9.93,,1,9.93,23.24,5,9.96,23.58
3,9.52,32.99,1,9.51,32.86,5,9.72,,2,9.73,32.97,4,9.54,33.12
2,9.32,42.31,1,9.36,42.22,5,9.30,,4,9.58,42.55,3,9.32,42.44
2,9.42,51.73,1,9.44,51.66,5,9.50,,4,9.41,51.96,3,9.39,51.83
2,9.61,1:01.34,1,9.58,1:01.24,4,9.48,,5,9.67,1:01.63,3,9.60,1:01.43
2,9.47,1:10.81,1,9.45,1:10.69,4,9.40,,5,9.43,1:11.06,3,9.52,1:10.95
2,9.44,1:20.25,1,9.47,1:20.16,3,9.35,,5,9.53,1:20.59,4,9.51,1:20.46
0,10.07,1:30.32,1,9.65,1:29.81,5,10.67,,3,9.70,1:30.298,2,9.67,1:30.13
