Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME,Lilia DZHUSTROVA POSITION,Lilia DZHUSTROVA LAP TIME,Lilia DZHUSTROVA ELAPSED TIME,Geneve BELANGER POSITION,Geneve BELANGER LAP TIME,Geneve BELANGER ELAPSED TIME,BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME
1,7.62,7.62,3,8.05,8.05,2,7.77,7.77,4,8.37,8.37
2,10.05,17.67,3,10.44,18.49,1,9.90,17.67,4,10.54,18.91
2,9.86,27.53,3,9.89,28.38,1,9.32,26.99,4,10.18,29.09
2,10.03,37.56,3,10.09,38.47,1,9.60,36.59,4,10.48,39.57
2,10.32,47.880,3,10.34,48.803,1,9.86,46.448,4,10.84,50.410
