MIGUNOV Dmitry POSITION,MIGUNOV Dmitry LAP TIME,MIGUNOV Dmitry ELAPSED TIME,YU Songnan POSITION,YU Songnan LAP TIME,YU Songnan ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,Hazim SHAHRUM POSITION,Hazim SHAHRUM LAP TIME,Hazim SHAHRUM ELAPSED TIME,Ashwin Calen DSILVA POSITION,Ashwin Calen DSILVA LAP TIME,Ashwin Calen DSILVA ELAPSED TIME
1,6.87,6.87,2,7.09,7.09,3,7.26,7.26,4,7.62,7.62,5,7.82,7.82
1,8.82,15.69,2,8.72,15.81,3,8.99,16.25,4,9.62,17.24,5,9.47,17.29
1,8.33,24.02,2,8.39,24.20,3,8.70,24.95,4,9.38,26.62,5,9.50,26.79
1,8.45,32.47,2,8.50,32.70,3,8.97,33.92,4,9.43,36.05,5,9.47,36.26
1,8.62,41.09,2,8.70,41.40,3,9.22,43.14,4,9.59,45.64,5,9.58,45.84
