JIA Haidong POSITION,JIA Haidong LAP TIME,JIA Haidong ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,Andras SZIKLASI POSITION,Andras SZIKLASI LAP TIME,Andras SZIKLASI ELAPSED TIME
1,6.74,6.74,2,6.88,6.88,3,7.03,7.03,4,7.13,7.13,5,7.40,7.40
1,8.79,15.53,2,8.73,15.61,3,8.72,15.75,4,8.72,15.85,5,8.84,16.24
3,8.63,24.16,1,8.44,24.05,2,8.39,24.14,4,8.39,24.24,5,8.56,24.80
2,8.70,32.86,1,8.59,32.64,4,9.10,33.24,3,8.71,32.95,5,8.65,33.45
2,8.64,41.50,1,8.81,41.45,4,8.81,42.05,3,8.60,41.55,5,8.81,42.26
