Eduardo ALVAREZ POSITION,Eduardo ALVAREZ LAP TIME,Eduardo ALVAREZ ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME
1,7.32,7.32,4,9.27,9.27,3,7.83,7.83,2,7.77,7.77
1,9.42,16.74,4,12.38,21.65,3,9.64,17.47,2,9.60,17.37
1,8.79,25.53,4,9.22,30.87,3,8.90,26.37,2,8.95,26.32
1,8.92,34.45,4,9.25,40.12,2,8.82,35.19,3,9.26,35.58
1,9.23,43.671,3,9.52,49.640,0,,PEN,2,9.34,44.912
