Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,LEE Han-Bin POSITION,LEE Han-Bin LAP TIME,LEE Han-Bin ELAPSED TIME
1,12.65,12.65,4,12.91,12.91,2,12.76,12.76,3,12.86,12.86
1,9.58,22.23,4,9.72,22.63,2,9.62,22.38,3,9.60,22.46
1,9.19,31.42,4,9.16,31.79,2,9.15,31.53,3,9.16,31.62
1,9.02,40.44,4,8.95,40.74,2,9.00,40.53,3,8.99,40.61
1,8.86,49.30,4,8.86,49.60,2,8.87,49.40,3,8.86,49.47
1,8.91,58.21,3,8.81,58.41,4,9.14,58.54,2,8.82,58.29
1,8.87,1:07.08,3,8.95,1:07.36,4,9.25,1:07.79,2,8.91,1:07.20
1,9.04,1:16.12,3,8.95,1:16.31,4,9.70,1:17.49,2,9.01,1:16.21
1,9.10,1:25.212,2,9.90,1:25.310,4,11.42,1:28.906,3,9.19,1:25.394
