CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,KIM Min-Jung POSITION,KIM Min-Jung LAP TIME,KIM Min-Jung ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME
2,12.99,12.99,3,13.13,13.13,1,12.97,12.97,4,13.28,13.28
1,9.48,22.47,3,9.48,22.61,2,9.52,22.49,4,9.47,22.75
1,9.69,32.16,2,9.64,32.25,3,9.87,32.36,4,9.70,32.45
1,9.77,41.93,3,9.77,42.02,2,9.64,42.00,4,9.72,42.17
1,9.59,51.52,4,10.24,52.26,3,10.12,52.12,2,9.50,51.67
1,9.56,1:01.08,3,9.43,1:01.69,4,9.76,1:01.88,2,9.48,1:01.15
1,9.51,1:10.59,3,9.49,1:11.18,4,9.89,1:11.77,2,9.54,1:10.69
1,9.43,1:20.02,3,9.56,1:20.74,4,10.46,1:22.23,2,9.41,1:20.10
1,9.67,1:29.681,3,9.99,1:30.723,0,,PEN,2,9.66,1:29.756
