Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME,CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME
1,13.63,13.63,3,13.86,13.86,2,13.72,13.72,4,14.01,14.01
1,10.56,24.19,3,10.59,24.45,2,10.59,24.31,4,10.54,24.55
1,10.16,34.35,3,10.12,34.57,2,10.13,34.44,4,10.13,34.68
1,10.31,44.66,3,10.32,44.89,2,10.34,44.78,4,10.31,44.99
1,10.61,55.27,3,10.62,55.51,2,10.60,55.38,4,10.66,55.65
1,10.36,1:05.63,3,10.38,1:05.89,2,10.39,1:05.77,4,10.41,1:06.06
2,10.10,1:15.73,4,10.13,1:16.02,3,10.10,1:15.87,1,9.63,1:15.69
2,10.01,1:25.74,4,10.06,1:26.08,3,9.99,1:25.86,1,9.45,1:25.14
2,10.34,1:36.080,4,10.26,1:36.333,3,10.37,1:36.226,1,9.88,1:35.011
