Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME,Gianluigi NOVER POSITION,Gianluigi NOVER LAP TIME,Gianluigi NOVER ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME
1,6.90,6.90,2,7.07,7.07,4,7.34,7.34,3,7.16,7.16
2,9.39,16.29,1,9.20,16.27,4,9.30,16.64,3,9.39,16.56
1,8.88,25.17,2,9.00,25.28,4,8.91,25.55,3,8.88,25.44
1,8.82,33.99,2,8.88,34.16,4,8.90,34.46,3,8.74,34.19
1,9.16,43.146,2,9.36,43.512,3,9.23,43.687,4,9.74,43.922
