de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME
1,7.09,7.09,2,7.37,7.37,3,7.45,7.45,4,7.56,7.56,5,7.79,7.79
1,9.45,16.54,2,9.27,16.64,2,9.19,16.64,4,9.44,17.00,5,9.44,17.23
1,9.00,25.54,3,9.04,25.68,2,8.97,25.61,4,8.81,25.81,5,8.75,25.98
1,9.06,34.60,3,9.10,34.78,2,9.09,34.70,5,9.15,34.96,4,8.94,34.92
1,9.20,43.790,3,9.15,43.919,2,9.19,43.873,5,9.44,44.379,4,9.27,44.188
