MENG Xiaoxue POSITION,MENG Xiaoxue LAP TIME,MENG Xiaoxue ELAPSED TIME,Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,Valerie LAMBERT POSITION,Valerie LAMBERT LAP TIME,Valerie LAMBERT ELAPSED TIME
1,13.130,13.130,2,13.287,13.287,3,13.388,13.388,4,13.399,13.399
2,10.327,23.457,1,10.083,23.370,3,10.090,23.478,4,10.214,23.613
3,9.857,33.314,2,9.819,33.188,1,9.583,33.060,4,9.811,33.424
1,9.487,42.801,3,9.847,43.036,2,9.805,42.865,4,9.762,43.186
2,10.015,52.815,3,9.807,52.843,1,9.856,52.721,4,9.822,53.008
2,9.891,1:02.706,3,9.978,1:02.821,1,9.770,1:02.492,4,9.877,1:02.885
2,9.654,1:12.361,1,9.467,1:12.288,3,9.901,1:12.392,4,9.778,1:12.663
1,9.426,1:21.787,2,9.520,1:21.808,4,9.699,1:22.092,3,9.424,1:22.087
1,9.442,1:31.229,2,9.690,1:31.498,3,9.482,1:31.574,4,9.688,1:31.775
