HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,Geneve BELANGER POSITION,Geneve BELANGER LAP TIME,Geneve BELANGER ELAPSED TIME,Agne SEREIKAITE POSITION,Agne SEREIKAITE LAP TIME,Agne SEREIKAITE ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME
1,7.32,7.32,3,7.61,7.61,2,7.44,7.44,4,7.78,7.78
1,9.63,16.95,3,9.57,17.18,2,9.62,17.06,4,9.65,17.43
1,9.25,26.20,3,9.37,26.55,2,9.29,26.35,4,9.63,27.06
1,9.34,35.54,3,9.35,35.90,2,9.51,35.86,4,10.12,37.18
1,9.53,45.063,0,,PEN,2,9.87,45.725,3,10.50,47.679
