Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME
1,7.26,7.26,2,7.37,7.37,3,7.55,7.55,4,7.80,7.80
1,9.40,16.66,2,9.43,16.80,3,9.34,16.89,4,9.72,17.52
1,8.94,25.60,2,8.89,25.69,3,8.90,25.79,4,9.29,26.81
1,9.07,34.67,2,9.07,34.76,3,9.08,34.87,4,9.46,36.27
1,9.26,43.930,2,9.22,43.980,3,9.20,44.063,4,9.69,45.960
