TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,Yoann MARTINEZ POSITION,Yoann MARTINEZ LAP TIME,Yoann MARTINEZ ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
1,6.99,6.99,2,7.13,7.13,3,7.61,7.61,4,7.88,7.88,5,9.29,9.29
1,8.93,15.92,2,9.08,16.21,3,9.14,16.75,4,9.07,16.95,5,9.22,18.51
1,8.52,24.44,2,8.67,24.88,3,8.64,25.39,4,8.80,25.75,5,8.48,26.99
1,8.67,33.11,2,8.86,33.74,3,8.71,34.10,4,9.11,34.86,5,8.64,35.63
1,8.92,42.03,2,8.99,42.73,3,8.74,42.846,4,9.40,44.262,5,9.05,44.681
