Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Tomas GRESCHNER POSITION,Tomas GRESCHNER LAP TIME,Tomas GRESCHNER ELAPSED TIME,Aliaksandr ANTANENKA POSITION,Aliaksandr ANTANENKA LAP TIME,Aliaksandr ANTANENKA ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME
1,6.901,6.901,4,7.101,7.101,3,6.939,6.939,2,6.916,6.916
1,9.540,16.440,3,9.536,16.636,4,9.779,16.718,2,9.589,16.505
1,9.264,25.703,2,9.215,25.851,4,9.308,26.026,3,9.366,25.870
1,9.303,35.006,3,9.416,35.266,4,9.393,35.418,2,9.280,35.149
1,9.60,44.605,4,17.80,53.065,3,9.72,45.135,2,9.50,44.640
