ZHANG Hongchao POSITION,ZHANG Hongchao LAP TIME,ZHANG Hongchao ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME
1,6.95,6.95,2,7.10,7.10,3,7.18,7.18,4,7.31,7.31
1,8.81,15.76,2,8.82,15.92,3,8.85,16.03,4,8.90,16.21
1,8.39,24.15,2,8.32,24.24,3,8.32,24.35,4,8.34,24.55
1,8.41,32.56,2,8.48,32.72,3,8.45,32.80,4,8.53,33.08
1,8.73,41.29,0,8.76,41.48,0,8.69,41.49,4,8.66,41.74
