Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,KIM Yong-Sung POSITION,KIM Yong-Sung LAP TIME,KIM Yong-Sung ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,LIU Xianwei POSITION,LIU Xianwei LAP TIME,LIU Xianwei ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME
1,12.83,12.83,2,13.07,13.07,3,13.19,13.19,4,13.25,13.25,5,13.39,13.39
4,23.01,35.84,1,9.42,22.49,2,9.39,22.58,5,29.85,43.11,3,9.41,22.80
4,13.97,49.82,2,9.76,32.26,1,9.54,32.12,5,18.36,1:01.47,3,9.59,32.39
4,12.89,1:02.71,2,9.47,41.73,1,9.58,41.71,5,35.93,1:37.41,3,9.46,41.86
4,12.24,1:14.96,1,9.14,50.88,2,9.32,51.03,5,10.41,1:47.83,3,9.30,51.17
4,12.15,1:27.11,1,9.17,1:00.05,2,9.31,1:00.35,0,,,3,9.42,1:00.59
4,11.53,1:38.64,1,9.26,1:09.31,2,9.70,1:10.05,0,,,3,9.66,1:10.26
4,11.65,1:50.30,1,9.66,1:18.98,2,10.01,1:20.07,0,,,3,9.83,1:20.09
4,19.87,2:10.163,1,10.36,1:29.336,2,10.50,1:30.567,0,,DQ,3,11.18,1:31.263
