Szandra LAJTOS POSITION,Szandra LAJTOS LAP TIME,Szandra LAJTOS ELAPSED TIME,Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,LEE So Youn POSITION,LEE So Youn LAP TIME,LEE So Youn ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME
4,13.50,13.50,2,13.18,13.18,1,13.09,13.09,3,13.38,13.38,5,13.50,13.50
5,9.94,23.44,2,10.09,23.27,1,10.10,23.19,3,9.94,23.32,4,9.83,23.33
5,9.60,33.04,4,9.66,32.93,1,9.56,32.75,3,9.55,32.87,2,9.53,32.86
5,9.67,42.71,4,9.66,42.59,2,9.62,42.37,3,9.64,42.51,1,9.51,42.37
5,9.60,52.31,4,9.63,52.22,3,9.82,52.19,2,9.52,52.03,1,9.53,51.90
5,34.69,1:27.00,4,10.03,1:02.25,3,9.96,1:02.15,2,9.59,1:01.62,1,9.53,1:01.43
5,15.73,1:42.73,4,10.27,1:12.52,3,10.30,1:12.45,2,9.64,1:11.26,1,9.64,1:11.07
5,11.80,1:54.53,3,10.88,1:23.40,4,11.01,1:23.46,2,9.80,1:21.06,1,9.87,1:20.94
5,11.38,2:05.907,3,10.90,1:34.297,4,11.70,1:35.158,2,10.13,1:31.186,1,10.16,1:31.099
