Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,Thibault CROLET POSITION,Thibault CROLET LAP TIME,Thibault CROLET ELAPSED TIME,PIVIROTTO Ryan POSITION,PIVIROTTO Ryan LAP TIME,PIVIROTTO Ryan ELAPSED TIME
1,15.75,15.75,2,15.88,15.88,4,16.11,16.11,3,15.99,15.99
1,12.02,27.77,2,12.02,27.90,4,12.04,28.15,3,12.07,28.06
1,10.93,38.70,2,10.92,38.82,3,10.75,38.90,4,10.87,38.93
1,9.84,48.54,2,9.81,48.63,3,9.82,48.72,4,9.87,48.80
1,9.33,57.87,3,9.45,58.08,2,9.26,57.98,4,9.28,58.08
1,8.93,1:06.80,3,8.87,1:06.95,2,8.89,1:06.87,4,8.88,1:06.96
1,8.80,1:15.60,3,8.86,1:15.81,4,9.30,1:16.17,2,8.78,1:15.74
1,8.81,1:24.41,3,8.82,1:24.63,4,8.81,1:24.98,2,8.75,1:24.49
1,8.85,1:33.252,2,8.74,1:33.363,0,,PEN,0,,PEN
