QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,ZHANG Chutong POSITION,ZHANG Chutong LAP TIME,ZHANG Chutong ELAPSED TIME,NOH Ah Rum POSITION,NOH Ah Rum LAP TIME,NOH Ah Rum ELAPSED TIME,SEO Whi Min POSITION,SEO Whi Min LAP TIME,SEO Whi Min ELAPSED TIME
2,7.23,7.23,1,7.06,7.06,3,7.37,7.37,5,7.67,7.67,4,7.53,7.53
2,9.22,16.45,1,9.28,16.34,3,9.17,16.54,5,9.33,17.00,4,9.18,16.71
1,8.62,25.07,2,8.78,25.12,3,8.68,25.22,5,8.61,25.61,4,8.71,25.42
2,8.91,33.98,1,8.76,33.88,3,8.85,34.07,5,8.67,34.28,4,8.77,34.19
1,8.94,42.92,2,9.10,42.98,3,9.00,43.07,5,9.06,43.349,4,9.00,43.193
