Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Iong A KIM POSITION,Iong A KIM LAP TIME,Iong A KIM ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME
1,13.64,13.64,2,13.76,13.76,3,13.92,13.92,5,14.01,14.01,4,13.98,13.98
1,9.92,23.56,2,9.87,23.63,5,9.94,23.86,3,9.72,23.73,4,9.78,23.76
1,9.74,33.30,2,9.79,33.42,5,9.77,33.63,4,9.76,33.49,3,9.67,33.43
1,9.41,42.71,2,9.38,42.80,4,9.39,43.02,3,9.39,42.88,5,9.73,43.16
1,9.60,52.31,2,9.61,52.41,4,9.63,52.65,3,9.63,52.51,5,9.62,52.78
1,9.65,1:01.96,2,9.64,1:02.05,3,9.50,1:02.15,4,9.73,1:02.24,5,9.55,1:02.33
1,9.56,1:11.52,2,9.59,1:11.64,3,9.60,1:11.75,4,9.60,1:11.84,5,9.61,1:11.94
1,9.53,1:21.05,2,9.54,1:21.18,3,9.52,1:21.27,4,9.55,1:21.39,5,9.58,1:21.52
1,9.65,1:30.70,2,9.65,1:30.83,3,9.72,1:30.99,4,9.73,1:31.120,5,9.62,1:31.143
