PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME
1,7.15,7.15,2,7.24,7.24,4,7.66,7.66,3,7.43,7.43
1,9.31,16.46,2,9.29,16.53,4,9.24,16.90,3,9.29,16.72
1,8.88,25.34,2,8.84,25.37,4,8.76,25.66,3,8.75,25.47
1,9.03,34.37,2,9.16,34.53,4,9.00,34.66,3,9.17,34.64
1,9.25,43.611,2,9.10,43.624,4,9.59,44.242,3,9.43,44.069
