Elena KAPLAN POSITION,Elena KAPLAN LAP TIME,Elena KAPLAN ELAPSED TIME,Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME,ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME
3,13.830,13.830,1,13.420,13.420,4,13.910,13.910,2,13.520,13.520
4,10.660,24.490,3,10.800,24.230,1,10.090,24.010,2,10.650,24.170
4,10.320,34.810,3,10.160,34.390,1,9.710,33.720,2,9.720,33.890
4,11.050,45.870,3,9.770,44.170,1,10.150,43.880,2,10.170,44.060
4,11.830,57.700,3,10.270,54.450,1,10.260,54.150,2,10.170,54.240
4,12.030,1:09.730,3,10.180,1:04.640,1,10.210,1:04.360,2,10.260,1:04.500
4,11.540,1:21.280,3,10.270,1:14.910,1,10.080,1:14.450,2,10.050,1:14.560
4,11.280,1:32.560,3,10.030,1:24.950,2,10.070,1:24.520,1,9.780,1:24.340
4,11.280,1:43.840,3,10.640,1:35.590,2,10.240,1:34.760,1,9.950,1:34.300
