SU Jun-Peng POSITION,SU Jun-Peng LAP TIME,SU Jun-Peng ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Triphop THONGNGAM POSITION,Triphop THONGNGAM LAP TIME,Triphop THONGNGAM ELAPSED TIME
3,7.30,7.30,1,7.01,7.01,2,7.16,7.16,4,7.31,7.31,5,7.55,7.55
4,9.36,16.66,1,8.88,15.89,2,9.06,16.22,3,9.02,16.33,5,9.32,16.87
4,8.81,25.47,1,8.39,24.28,2,8.37,24.59,3,8.45,24.78,5,8.83,25.70
4,8.82,34.29,1,8.56,32.84,2,8.36,32.95,3,8.48,33.26,5,8.99,34.69
4,9.05,43.346,1,8.86,41.70,2,8.86,41.81,3,8.70,41.96,5,9.34,44.035
