KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME
3,7.00,7.00,1,6.68,6.68,2,6.79,6.79,4,7.08,7.08
3,8.92,15.92,1,8.85,15.53,2,9.05,15.84,4,9.02,16.10
2,8.27,24.19,1,8.48,24.01,3,8.47,24.31,4,8.43,24.53
2,8.53,32.72,1,8.61,32.62,3,8.71,33.02,4,8.73,33.26
2,8.84,41.554,1,8.81,41.429,3,9.05,42.067,4,8.98,42.240
