HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME,Alexander SELEZNOV POSITION,Alexander SELEZNOV LAP TIME,Alexander SELEZNOV ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME
1,6.87,6.87,2,7.19,7.19,4,7.83,7.83,3,7.29,7.29
1,8.67,15.54,3,9.33,16.52,4,9.80,17.63,2,9.15,16.44
1,8.86,24.40,3,9.10,25.62,4,9.39,27.02,2,8.86,25.30
1,8.64,33.04,3,8.86,34.48,4,9.67,36.69,2,8.88,34.18
1,9.10,42.135,3,9.31,43.787,4,10.06,46.743,2,9.16,43.332
