Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Benjamin STUTHRIDGE POSITION,Benjamin STUTHRIDGE LAP TIME,Benjamin STUTHRIDGE ELAPSED TIME,Aliaksandr ANTANENKA POSITION,Aliaksandr ANTANENKA LAP TIME,Aliaksandr ANTANENKA ELAPSED TIME
2,14.05,14.05,3,14.26,14.26,4,14.39,14.39,1,13.94,13.94
2,9.67,23.72,3,9.46,23.72,4,9.75,24.14,1,9.58,23.52
2,9.55,33.27,3,9.62,33.34,4,9.47,33.61,1,9.68,33.20
1,9.66,42.93,3,9.80,43.14,4,9.71,43.32,2,9.80,43.00
1,9.45,52.38,2,9.49,52.63,4,9.90,53.22,3,9.74,52.74
3,10.02,1:02.40,1,9.58,1:02.21,4,10.12,1:03.34,2,9.53,1:02.27
1,8.97,1:11.37,2,9.44,1:11.65,4,10.33,1:13.67,3,9.66,1:11.93
1,9.39,1:20.76,2,9.31,1:20.96,4,10.92,1:24.59,3,9.94,1:21.87
2,9.58,1:30.338,1,9.20,1:30.153,4,11.33,1:35.919,3,10.39,1:32.260
