LEE Eun Byul POSITION,LEE Eun Byul LAP TIME,LEE Eun Byul ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Yulyia YELSAKOVA POSITION,Yulyia YELSAKOVA LAP TIME,Yulyia YELSAKOVA ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME
3,7.58,7.58,1,7.33,7.33,4,7.77,7.77,2,7.41,7.41
3,9.71,17.29,2,9.71,17.04,4,9.97,17.74,1,9.50,16.91
3,9.11,26.40,2,9.22,26.26,4,9.64,27.38,1,9.25,26.16
2,9.24,35.64,3,9.61,35.87,4,9.83,37.21,1,9.34,35.50
2,9.61,45.249,3,9.75,45.615,4,10.23,47.435,1,9.63,45.128
