Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,JIN Sun-Yu POSITION,JIN Sun-Yu LAP TIME,JIN Sun-Yu ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME
4,14.2282,14.2282,1,14.0643,14.0643,2,14.1555,14.1555,3,14.1904,14.1904
4,9.9839,24.2121,3,9.9476,24.0119,1,9.7785,23.9340,2,9.8048,23.9952
4,9.8223,34.0344,3,9.8745,33.8864,1,9.7507,33.6847,2,9.7281,33.7233
4,9.6019,43.6363,2,9.4362,43.3226,1,9.5895,43.2742,3,9.7831,43.5064
2,9.4888,53.1251,3,9.8718,53.1944,1,9.8128,53.0870,4,9.7138,53.2202
4,10.2236,1:03.3487,1,9.8137,1:03.0081,2,9.9472,1:03.0342,3,10.0855,1:03.3057
4,10.0140,1:13.3627,1,10.0268,1:13.0349,2,10.0689,1:13.1031,3,9.9310,1:13.2367
4,9.8247,1:23.1874,2,9.8934,1:22.9283,1,9.7704,1:22.8735,3,9.7194,1:22.9561
4,9.79,1:32.977,2,9.82,1:32.749,1,9.81,1:32.684,3,9.90,1:32.853
