HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME,Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME,Junji ITO POSITION,Junji ITO LAP TIME,Junji ITO ELAPSED TIME
2,13.860,13.860,3,14.010,14.010,4,14.060,14.060,1,13.580,13.580
1,10.620,24.490,2,10.520,24.540,4,10.540,24.610,3,10.960,24.550
2,9.990,34.490,3,10.090,34.630,1,9.760,34.370,4,10.080,34.630
3,10.220,44.720,2,9.980,44.620,1,10.240,44.620,4,10.090,44.730
1,9.620,54.340,2,9.840,54.460,4,9.970,54.590,3,9.810,54.540
1,10.040,1:04.390,2,10.000,1:04.460,3,10.000,1:04.600,4,10.120,1:04.660
1,9.720,1:14.110,2,9.850,1:14.310,3,9.810,1:14.410,4,9.850,1:14.520
1,9.670,1:23.780,3,9.660,1:23.970,2,9.520,1:23.930,4,10.070,1:24.590
1,9.770,1:33.560,3,9.800,1:33.780,2,9.660,1:33.590,4,11.070,1:35.660
