NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,Aliaksandr VOLKAU POSITION,Aliaksandr VOLKAU LAP TIME,Aliaksandr VOLKAU ELAPSED TIME,Christopher JARDEN POSITION,Christopher JARDEN LAP TIME,Christopher JARDEN ELAPSED TIME
1,6.98,6.98,2,7.18,7.18,3,7.46,7.46,4,7.75,7.75
1,8.98,15.96,2,9.12,16.30,3,9.15,16.61,4,9.37,17.12
1,8.47,24.43,2,8.66,24.96,3,8.61,25.22,4,9.03,26.15
1,8.59,33.02,2,8.82,33.78,3,8.76,33.98,4,9.17,35.32
1,8.97,41.99,2,9.01,42.79,3,9.07,43.036,4,9.54,44.840
