Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME
2,6.93,6.93,0,,,3,6.97,6.97,1,6.89,6.89
2,9.37,16.31,0,,,3,9.57,16.55,1,9.18,16.07
2,8.88,25.19,0,,,3,8.72,25.27,1,8.72,24.79
2,8.85,34.05,0,,,3,8.80,34.08,1,8.94,33.74
2,9.17,43.214,0,,DNS,3,9.24,43.319,1,9.27,43.006
