WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME
1,6.86,6.86,2,7.01,7.01,3,7.16,7.16,4,7.33,7.33
1,8.76,15.62,2,8.94,15.95,3,8.90,16.06,4,9.02,16.35
1,8.40,24.02,2,8.56,24.51,3,8.56,24.62,4,8.67,25.02
1,8.55,32.57,3,8.76,33.27,2,8.54,33.16,4,8.69,33.71
1,8.75,41.319,3,8.91,42.180,2,8.89,42.042,4,8.86,42.561
