Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Aliaksandr ANTANENKA POSITION,Aliaksandr ANTANENKA LAP TIME,Aliaksandr ANTANENKA ELAPSED TIME,Bazarsad BATSUURI POSITION,Bazarsad BATSUURI LAP TIME,Bazarsad BATSUURI ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME
3,7.12,7.12,2,7.10,7.10,4,7.53,7.53,1,6.96,6.96
3,10.32,17.44,2,9.57,16.67,4,9.98,17.51,1,9.07,16.03
3,8.53,25.97,2,9.01,25.68,4,10.09,27.60,1,8.69,24.72
3,9.44,35.41,2,9.17,34.85,4,9.87,37.47,1,8.85,33.57
3,8.98,44.390,2,9.43,44.272,4,10.03,47.498,1,9.19,42.757
