Hyo-Jung KIM POSITION,Hyo-Jung KIM LAP TIME,Hyo-Jung KIM ELAPSED TIME,KANG Yun-Mi POSITION,KANG Yun-Mi LAP TIME,KANG Yun-Mi ELAPSED TIME,SU Linlin POSITION,SU Linlin LAP TIME,SU Linlin ELAPSED TIME,HUR Hee-Been POSITION,HUR Hee-Been LAP TIME,HUR Hee-Been ELAPSED TIME
2,15.190,15.190,4,15.669,15.669,1,14.851,14.851,3,15.354,15.354
3,11.573,26.762,4,11.305,26.973,1,11.085,25.936,2,11.269,26.622
2,9.554,36.315,3,9.540,36.513,1,10.062,35.997,4,10.346,36.967
2,10.232,46.547,4,10.339,46.852,1,10.492,46.489,3,9.862,46.828
1,9.838,56.385,3,10.025,56.876,2,9.952,56.440,4,10.202,57.029
2,10.132,1:06.516,4,10.257,1:07.132,1,9.223,1:05.662,3,9.792,1:06.821
2,9.899,1:16.415,4,9.666,1:16.798,1,10.639,1:16.301,3,9.773,1:16.594
4,10.105,1:26.519,1,9.168,1:25.965,2,9.827,1:26.128,3,9.743,1:26.336
3,9.83,1:36.347,1,10.30,1:36.261,4,10.48,1:36.606,2,9.95,1:36.282
