Daniel ZETZSCHE POSITION,Daniel ZETZSCHE LAP TIME,Daniel ZETZSCHE ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME
4,7.34,7.34,1,7.04,7.04,2,7.16,7.16,5,7.57,7.57,3,7.33,7.33
5,9.66,17.00,1,9.24,16.28,2,9.25,16.41,4,9.34,16.91,3,9.39,16.72
4,9.34,26.34,1,8.66,24.94,2,8.69,25.10,5,22.84,39.75,3,8.62,25.34
4,9.40,35.74,1,8.89,33.83,3,8.89,33.99,5,19.71,59.46,2,8.61,33.95
4,9.38,45.118,1,9.14,42.965,3,9.16,43.143,5,14.25,1:13.709,2,9.10,43.048
