Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,TAO Jiaying POSITION,TAO Jiaying LAP TIME,TAO Jiaying ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Olena KORINCHUK POSITION,Olena KORINCHUK LAP TIME,Olena KORINCHUK ELAPSED TIME
3,13.69,13.69,1,13.47,13.47,2,13.58,13.58,4,13.79,13.79
3,10.93,24.62,1,10.90,24.37,2,10.81,24.39,4,10.95,24.74
3,9.98,34.60,1,9.99,34.36,2,10.07,34.46,4,9.97,34.71
3,10.29,44.89,1,10.28,44.64,2,10.27,44.73,4,10.31,45.02
3,10.24,55.13,1,10.27,54.91,2,10.25,54.98,4,10.25,55.27
3,9.89,1:05.02,1,9.89,1:04.80,2,9.93,1:04.91,4,9.97,1:05.24
3,9.78,1:14.80,1,9.76,1:14.56,2,9.74,1:14.65,4,10.17,1:15.41
3,9.90,1:24.70,1,9.97,1:24.53,2,9.92,1:24.57,4,10.90,1:26.31
3,10.04,1:34.738,1,9.97,1:34.491,2,10.05,1:34.619,4,11.70,1:38.006
