CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Agne SEREIKAITE POSITION,Agne SEREIKAITE LAP TIME,Agne SEREIKAITE ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME
1,7.18,7.18,2,7.43,7.43,3,7.52,7.52,4,7.70,7.70
1,9.13,16.31,2,9.15,16.58,3,9.27,16.79,4,9.19,16.89
1,8.67,24.98,2,8.72,25.30,3,8.79,25.58,4,8.82,25.71
1,8.79,33.77,2,8.77,34.07,3,8.90,34.48,4,8.88,34.59
1,9.01,42.777,2,8.90,42.965,3,9.08,43.560,4,9.19,43.778
