Min-Kyung CHOI POSITION,Min-Kyung CHOI LAP TIME,Min-Kyung CHOI ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Yoko IIZUKA POSITION,Yoko IIZUKA LAP TIME,Yoko IIZUKA ELAPSED TIME,Kristen BIONDO POSITION,Kristen BIONDO LAP TIME,Kristen BIONDO ELAPSED TIME
3,15.719,15.719,4,16.916,16.916,2,15.553,15.553,1,15.288,15.288
4,12.321,28.040,2,10.720,27.636,3,12.318,27.871,1,12.124,27.412
4,11.577,39.617,2,11.774,39.410,1,11.469,39.340,3,12.059,39.471
1,10.070,49.686,4,10.671,50.080,3,10.598,49.937,2,10.446,49.916
1,9.980,59.665,4,10.098,1:00.177,3,10.038,59.975,2,9.983,59.898
1,10.377,1:10.042,3,10.015,1:10.192,2,10.203,1:10.177,4,10.746,1:10.643
2,10.235,1:20.276,1,9.277,1:19.468,3,10.285,1:20.462,4,11.001,1:21.644
2,9.294,1:29.570,1,10.079,1:29.547,3,10.503,1:30.965,4,11.258,1:32.902
2,11.74,1:41.301,1,10.78,1:40.326,3,10.90,1:41.856,4,11.96,1:44.854
