Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME
4,12.99,12.99,1,12.66,12.66,2,12.75,12.75,3,12.86,12.86
4,9.76,22.75,1,9.82,22.48,3,9.90,22.65,2,9.69,22.55
4,9.58,32.33,1,9.53,32.01,3,9.56,32.21,2,9.54,32.09
4,9.54,41.87,1,9.58,41.59,3,9.55,41.76,2,9.57,41.66
4,9.38,51.25,1,9.37,50.96,3,9.38,51.14,2,9.37,51.03
4,9.22,1:00.47,1,9.23,1:00.19,3,9.23,1:00.37,2,9.23,1:00.26
4,8.96,1:09.43,1,8.89,1:09.08,3,8.91,1:09.28,2,8.92,1:09.18
4,8.78,1:18.21,1,8.71,1:17.79,3,8.73,1:18.01,2,8.67,1:17.85
4,8.97,1:27.171,3,9.17,1:26.958,2,8.70,1:26.709,1,8.80,1:26.644
