Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Dejan HORVACKI POSITION,Dejan HORVACKI LAP TIME,Dejan HORVACKI ELAPSED TIME,Petr HARGAS POSITION,Petr HARGAS LAP TIME,Petr HARGAS ELAPSED TIME,Aliaksandr ANTANENKA POSITION,Aliaksandr ANTANENKA LAP TIME,Aliaksandr ANTANENKA ELAPSED TIME
0,7.356,7.356,0,7.982,7.982,0,7.512,7.512,0,7.297,7.297
0,9.385,16.741,0,10.356,18.338,0,9.338,16.850,0,9.756,17.053
0,8.764,25.505,0,10.148,28.487,0,8.873,25.723,0,9.011,26.063
0,9.243,34.748,0,10.666,39.153,0,9.120,34.843,0,9.152,35.215
0,,,0,,,0,,,0,,
