Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
3,7.29,7.29,2,6.96,6.96,1,6.90,6.90,0,,
2,9.17,16.47,3,9.52,16.48,1,9.02,15.92,0,,
4,8.84,25.31,3,8.61,25.09,1,8.55,24.47,2,0.00,24.88
4,9.08,34.39,3,9.25,34.35,1,8.75,33.23,2,8.60,33.48
3,9.53,43.920,2,9.10,43.447,4,13.44,46.666,1,8.69,42.166
