Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Cees JUFFERMANS POSITION,Cees JUFFERMANS LAP TIME,Cees JUFFERMANS ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,SEO Ho-Jin POSITION,SEO Ho-Jin LAP TIME,SEO Ho-Jin ELAPSED TIME
4,13.475,13.475,2,13.068,13.068,3,13.082,13.082,1,13.049,13.049
4,9.948,23.423,3,9.964,23.032,1,9.770,22.852,2,9.957,23.006
4,9.910,33.332,1,9.811,32.842,2,10.036,32.887,3,9.939,32.944
4,9.514,42.846,3,9.662,42.504,2,9.557,42.444,1,9.337,42.281
4,9.346,52.192,3,9.554,52.057,2,9.389,51.833,1,9.462,51.743
4,9.538,1:01.730,3,9.598,1:01.655,2,9.560,1:01.393,1,9.515,1:01.258
4,9.318,1:11.048,3,9.187,1:10.841,2,9.367,1:10.759,1,9.278,1:10.535
4,9.384,1:20.431,3,9.256,1:20.096,2,9.254,1:20.013,1,9.475,1:20.010
4,9.38,1:29.804,3,9.61,1:29.697,1,9.59,1:29.600,2,9.65,1:29.659
