Anouk LEBLANC-BOUCHER POSITION,Anouk LEBLANC-BOUCHER LAP TIME,Anouk LEBLANC-BOUCHER ELAPSED TIME,YANG A Yang POSITION,YANG A Yang LAP TIME,YANG A Yang ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Valeriya REZNIK POSITION,Valeriya REZNIK LAP TIME,Valeriya REZNIK ELAPSED TIME
1,15.035,15.035,3,15.118,15.118,2,15.117,15.117,4,15.269,15.269
3,12.293,27.328,2,12.166,27.284,1,12.137,27.253,4,12.262,27.530
1,10.452,37.780,3,10.638,37.921,2,10.634,37.887,4,10.495,38.025
1,9.859,47.638,2,9.847,47.768,3,9.891,47.778,4,22.284,1:00.308
1,10.059,57.697,3,9.998,57.766,2,9.947,57.725,4,14.424,1:14.731
1,10.042,1:07.739,2,10.044,1:07.810,3,10.129,1:07.853,4,12.086,1:26.817
1,10.168,1:17.907,2,10.116,1:17.925,3,10.234,1:18.087,4,11.834,1:38.651
1,9.991,1:27.898,2,10.044,1:27.969,3,10.150,1:28.237,4,11.799,1:50.449
2,10.16,1:38.050,1,9.93,1:37.896,3,10.63,1:38.859,4,12.36,2:02.802
