WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Pier-Olivier GAGNON POSITION,Pier-Olivier GAGNON LAP TIME,Pier-Olivier GAGNON ELAPSED TIME,Christiaan BOKKERINK POSITION,Christiaan BOKKERINK LAP TIME,Christiaan BOKKERINK ELAPSED TIME
1,7.05,7.05,2,7.17,7.17,3,7.21,7.21,4,7.47,7.47
1,9.15,16.20,4,9.68,16.85,2,9.43,16.64,3,9.33,16.80
1,8.75,24.95,4,8.79,25.64,2,8.72,25.36,3,8.78,25.58
1,8.86,33.81,4,8.94,34.58,2,8.78,34.14,3,8.89,34.47
1,9.06,42.865,3,10.20,44.772,0,,PEN,2,9.16,43.621
