Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME
3,6.90,6.90,1,6.64,6.64,4,7.47,7.47,2,6.85,6.85
3,8.95,15.85,1,8.91,15.55,4,9.01,16.48,2,8.88,15.73
2,8.46,24.31,1,8.52,24.07,4,8.34,24.82,3,8.63,24.36
2,8.58,32.89,1,8.63,32.70,4,8.55,33.37,3,8.71,33.07
2,8.78,41.666,1,8.89,41.590,4,9.22,42.589,3,8.84,41.902
